Word,Importance
Reuters,1.1583109646411258
money,1.004140216837773
and,0.9811874975198631
a,0.9406961261029928
s,0.5729724109492286
designed,0.26656093352890026
George,0.25450983556784207
WASHINGTON,0.2245934357189858
YORK,0.2186968928813483
much,0.21282029516464399
